"","gene","peak_snp","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank.x.5","rank.y.5","rank.x.6","rank.y.6","rank.x.7","rank.y.7","rank.x.8","rank.y.8","rank.x.9","rank.y.9","rank.x.10","rank.y.10","rank.x.11","rank.y.11","rank.x.12","rank.y.12","rank.x.13","rank.y.13","rank.x.14","rank.y.14","rank.x.15","rank.y.15","rank.x.16","rank.y.16","rank.x.17","rank.y.17","rank.x.18","rank.y.18","rank.x.19","rank.y.19","rank.x.20","rank.y.20","rank.x.21","rank.y.21","rank.x.22","rank.y.22","rank.x.23","rank.y.23","rank.x.24","rank.y.24","rank.x.25","rank.y.25","rank.x.26","rank.y.26","rank.x.27","rank.y.27","rank.x.28","rank.y.28","rank.x.29","rank.y.29","rank.x.30","rank.y.30","rank.x.31","rank.y.31","rank.x.32","rank.y.32","rank.x.33","rank.y.33","rank.x.34","rank.y.34","rank.x.35","rank.y.35","rank.x.36","rank.y.36","rank.x.37","rank.y.37","rank.x.38","rank.y.38","rank.x.39","rank.y.39","rank.x.40","rank.y.40","rank.x.41","rank.y.41","rank.x.42","rank.y.42","rank.x.43","rank.y.43","rank.x.44","rank.y.44","rank.x.45","rank.y.45","rank.x.46","rank.y.46","rank.x.47","rank.y.47","rank.x.48","rank.y.48","rank.x.49","rank.y.49"
"121","sdhc","2:44880680",16,21,16,21,16,15,22,14,17,22,11,18,16,15,20,19,18,9,17,14,20,15,17,21,11,14,19,20,20,18,20,10,13,18,20,16,13,12,8,10,21,16,14,19,22,22,15,12,18,16,15,18,21,17,18,19,21,18,20,14,19,14,15,18,19,17,20,21,21,19,20,19,19,17,20,20,21,21,18,16,17,12,19,15,21,11,15,12,15,19,21,21,18,10,16,12,18,18,18,22
"122","sec14l8","5:12451112",5,1,2,4,2,1,2,1,1,2,4,4,2,3,2,1,2,3,1,1,2,8,4,2,1,5,5,2,3,2,2,1,4,1,3,2,2,3,1,1,2,2,3,2,3,2,2,2,2,4,2,1,4,4,1,1,5,4,5,2,3,1,1,1,3,5,9,5,4,2,6,2,3,5,3,1,1,1,1,2,1,2,2,3,1,8,2,3,5,2,4,4,2,1,2,6,1,1,5,1
"123","senp6b","17:36400200",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"124","setd7","14:46314911",8,8,8,8,7,8,10,8,8,6,8,7,8,7,7,8,6,8,7,7,8,6,7,9,7,6,6,6,8,6,8,8,7,6,6,8,7,8,7,8,6,8,8,7,7,8,8,6,6,7,6,8,6,6,10,8,6,7,6,9,8,7,9,6,7,6,6,8,7,7,6,7,6,6,6,6,7,6,6,9,7,8,7,6,8,8,8,6,8,7,7,8,7,6,10,7,8,7,8,7
"125","si:ch211-107m4.1","14:22461182",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126","si:ch211-195h23.3","2:44880680",26,25,27,23,28,26,25,28,25,26,27,25,29,26,26,29,25,28,25,26,25,27,25,27,28,26,25,26,26,26,26,24,27,26,28,27,25,25,25,27,23,27,26,26,28,25,24,24,26,29,25,25,26,25,27,24,26,29,24,25,26,25,26,25,28,26,28,26,27,28,28,24,29,26,27,28,27,29,25,26,24,29,29,26,26,25,28,25,28,25,30,26,25,26,26,25,24,24,26,27
"127","si:ch211-207e14.4","23:34096507",6,5,5,5,6,6,6,6,6,5,6,5,6,6,5,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,5,5,6,6,6,5,6,5,6,5,5,6,6,6,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,5,5,6,6,6,5,6,6,6,5,5,5,5,6,6,5,6,5,5,5,6,5,6,6,5,6,6,5,6,6,5,6
"128","si:ch73-226l13.2","11:29830387",7,3,5,4,1,4,3,2,8,3,2,4,6,6,5,4,2,4,2,2,6,2,5,5,4,5,9,3,4,3,3,1,3,3,3,3,6,5,4,6,6,3,6,5,2,2,3,3,8,3,4,9,5,3,5,4,5,3,1,7,3,4,3,3,4,5,5,4,4,5,5,8,4,5,7,2,5,3,2,4,7,7,4,4,4,3,8,4,3,2,2,5,4,5,3,9,6,9,4,4
"129","si:dkey-163f14.6","11:29830387",2,2,2,1,3,2,2,3,4,2,3,2,1,2,2,2,3,2,3,1,5,1,2,2,3,3,1,2,3,1,2,5,2,2,5,1,2,2,2,1,2,2,3,2,3,3,2,1,4,2,2,3,3,2,1,2,6,2,3,3,2,3,2,4,2,1,1,1,2,2,3,1,2,2,4,1,2,2,1,6,1,1,1,2,1,2,1,3,2,3,1,1,3,2,2,1,1,1,1,2
"130","si:dkey-239i20.2","20:14046054",6,7,6,8,8,3,4,8,8,4,7,8,4,6,7,7,6,7,5,6,5,5,8,8,8,8,5,5,7,4,4,8,8,8,4,3,7,5,6,4,6,4,8,7,6,6,3,2,6,5,6,5,7,8,8,7,7,5,4,7,5,8,3,5,5,8,3,6,7,6,3,5,4,8,6,8,7,5,3,6,5,8,8,5,7,3,8,7,8,4,7,7,2,7,6,3,6,7,8,5
"131","si:dkey-239i20.4","20:14046054",8,8,8,3,7,6,7,7,5,8,4,7,7,4,8,5,8,6,4,3,6,8,6,2,7,7,4,8,5,3,8,3,5,6,7,8,3,4,3,5,8,6,7,6,2,3,8,5,8,6,8,6,3,5,6,6,8,7,8,4,8,6,8,6,8,6,5,7,6,8,7,7,7,5,8,6,6,6,4,4,8,4,3,6,8,7,4,8,7,2,8,8,8,5,7,7,8,5,3,8
"132","slc30a1a","20:14046054",14,14,14,15,14,15,13,14,12,15,14,14,15,13,14,15,14,15,11,14,15,13,14,13,15,15,15,14,15,14,14,11,14,14,13,15,15,14,14,14,14,15,14,14,14,14,15,15,14,13,14,14,15,15,15,15,14,14,14,15,14,15,14,14,14,14,15,15,14,14,15,14,15,13,14,15,14,14,15,15,14,15,13,14,12,15,14,11,12,14,15,12,14,14,14,14,15,14,14,13
"133","slu7","14:46314911",1,3,3,3,2,2,2,3,3,3,2,3,1,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,1,2,3,3,3,3,3,3,1,2,3,3,3,3,3,2,2,3,3,1,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,1,3,3,3,1,3,3,2,3,3,2,3,3,3,3,3,3,3
"134","snrpg","23:34096507",2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2
"135","snx9a","17:33116150",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"136","stip1","5:66959339",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"137","supt4h1","5:3117060",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"138","thoc2","14:11581401",4,4,4,5,5,4,4,4,3,4,3,3,4,3,4,4,3,3,3,4,2,4,4,3,5,4,4,3,4,3,4,4,3,3,3,4,4,2,4,4,4,4,3,3,4,3,3,5,3,3,3,4,3,2,4,3,3,3,4,3,2,3,3,4,4,4,3,4,4,4,2,5,3,3,4,4,4,2,3,4,3,4,3,4,4,4,4,4,4,3,4,4,2,2,5,4,4,3,2,4
"139","tmsb1","14:11581401",8,7,7,8,8,8,8,7,7,8,7,8,8,8,8,8,8,8,7,8,8,8,8,7,8,7,7,8,8,8,7,8,8,8,8,8,7,7,8,8,8,8,8,7,8,8,8,8,8,6,8,8,7,7,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,7,8,8,7,8,8,7,8,8,7,8,8,8,8,7,8,6,7,8,6,8,8,8
"140","top3b","5:12451112",14,14,12,14,15,11,14,13,15,14,13,14,13,12,15,12,15,14,15,12,14,13,11,15,13,15,13,15,14,11,15,15,15,15,15,15,13,13,14,9,15,15,15,11,14,14,12,15,12,14,15,15,15,15,15,13,14,13,14,15,15,14,13,14,14,13,14,15,15,15,8,13,14,15,15,13,11,14,14,15,15,12,15,13,14,15,14,15,15,15,15,15,13,14,14,12,13,13,15,15
"141","ube2l3b","5:12451112",2,2,4,1,3,5,3,4,7,4,9,3,3,2,7,5,6,4,8,4,1,4,1,4,3,7,7,3,4,3,1,3,6,2,1,3,4,8,2,7,6,4,4,1,4,1,3,4,4,3,6,4,3,2,3,5,2,3,1,5,7,8,2,3,7,3,2,7,5,4,1,7,2,3,8,3,7,8,11,4,2,3,3,1,4,2,1,5,7,1,2,3,3,2,3,5,2,2,4,8
"142","ugt1b1","11:29830387",18,22,20,21,17,22,17,20,19,17,19,19,19,17,21,24,19,23,19,24,24,22,18,16,19,17,17,21,20,19,22,17,22,19,20,17,23,22,20,18,20,21,19,23,20,18,23,17,24,21,21,23,19,16,20,24,19,20,17,20,22,20,22,19,19,18,18,23,23,19,22,21,23,24,23,21,18,22,22,19,18,18,20,18,16,19,20,21,16,16,22,22,24,22,22,23,23,23,22,23
"143","ugt1b2","11:29830387",22,20,23,19,22,23,22,19,22,20,20,22,21,20,19,22,21,22,18,18,19,20,17,22,25,19,20,20,23,22,16,24,19,17,16,23,22,20,22,20,23,17,24,21,18,19,20,20,18,19,22,20,18,24,17,21,23,16,20,21,19,22,21,16,23,24,23,19,18,18,17,20,18,22,22,20,22,18,23,18,19,20,21,23,22,20,25,17,24,20,17,21,18,21,20,21,21,22,20,20
"144","ugt1b3","11:29830387",21,23,19,20,20,21,24,18,23,19,22,16,22,18,23,18,20,20,23,22,20,18,22,21,21,23,16,23,22,21,23,19,23,21,22,21,16,24,21,23,17,22,22,18,24,20,21,22,20,20,20,18,21,20,23,18,22,17,21,23,20,23,20,18,22,25,19,22,21,20,18,22,20,17,19,24,21,19,21,20,20,22,19,20,24,23,21,19,21,21,21,16,16,23,18,22,20,18,23,19
"145","ugt1b4","11:29830387",20,21,21,22,19,19,23,23,18,18,23,20,23,19,17,19,22,18,21,21,23,17,19,20,22,21,18,19,18,17,20,18,24,20,19,19,25,19,18,22,18,18,20,22,21,23,17,18,22,25,19,21,22,21,22,22,20,22,18,18,18,18,16,21,18,21,21,21,19,23,20,18,19,19,20,16,23,23,18,21,23,24,18,21,19,21,16,23,17,22,20,20,19,19,24,20,19,20,16,22
"146","ugt1b5","11:29830387",23,19,17,18,18,18,20,25,21,22,21,21,20,25,18,23,23,17,20,20,18,24,24,19,17,22,23,18,17,20,21,23,21,22,23,22,21,21,19,19,22,19,21,17,22,21,22,24,19,17,23,22,23,23,18,17,24,24,22,19,17,21,23,25,20,17,20,18,20,22,19,19,22,21,17,18,17,17,20,23,21,21,23,16,25,17,22,20,23,23,18,19,23,18,21,17,16,17,19,24
"147","ugt1b7","11:29830387",19,18,24,23,23,20,19,17,20,23,18,23,18,22,22,21,17,19,22,19,22,23,21,18,23,20,22,22,21,23,19,22,17,25,21,20,18,18,23,21,21,24,18,20,19,22,16,19,21,22,18,17,20,18,21,23,18,19,23,17,21,19,19,23,17,20,22,20,22,21,23,16,21,20,18,22,19,21,24,25,24,17,17,22,18,22,18,22,20,18,24,24,22,24,19,19,18,19,21,17
"148","vegfd","11:29830387",6,9,12,9,12,11,11,5,7,12,4,12,13,9,11,11,8,7,4,7,9,4,13,9,5,7,7,9,8,9,6,11,13,10,10,9,9,3,11,9,13,7,5,11,10,12,13,6,10,6,11,2,10,8,6,15,11,10,11,5,4,12,12,7,10,12,10,9,13,7,10,7,11,4,5,10,10,10,7,8,10,6,6,12,8,8,12,6,5,9,9,10,11,8,5,8,13,11,11,12
"149","ydjc","5:12451112",4,4,1,2,1,4,6,7,4,1,3,2,1,4,4,4,1,1,2,2,5,1,3,1,2,2,1,1,1,1,3,5,5,3,5,1,1,2,5,2,1,1,1,3,2,4,1,1,1,1,1,3,1,1,2,3,1,2,2,4,1,2,4,2,6,1,1,3,2,1,3,4,1,2,1,2,6,3,2,1,5,4,4,2,2,1,3,1,1,3,1,1,5,5,1,1,3,4,3,5
"150","yeats2","2:44880680",15,10,8,9,17,14,16,17,13,17,9,12,19,10,21,17,17,18,8,13,17,18,19,9,9,20,20,13,9,11,15,12,11,10,14,12,17,17,10,18,6,17,12,9,12,6,11,20,21,12,16,21,11,15,16,7,10,20,19,19,20,11,16,8,11,9,9,12,11,14,15,13,18,11,10,12,15,9,13,17,15,9,13,18,9,8,9,17,12,10,9,19,17,16,11,10,15,6,14,7
"151","yeats2","2:45038809",5,4,2,3,4,4,3,3,2,4,3,4,3,2,3,3,3,4,5,2,4,5,3,4,4,3,4,4,3,2,4,4,3,4,4,3,4,4,3,3,5,6,3,4,2,4,3,5,2,4,3,3,4,3,4,2,3,4,3,3,4,4,3,4,4,4,4,4,3,5,4,4,3,2,2,3,3,3,4,3,2,3,3,3,2,3,2,4,3,2,4,3,3,4,2,3,2,5,3,3
"152","ypel1","5:12451112",7,5,8,6,6,6,4,5,3,5,8,9,9,8,1,9,5,7,5,5,7,6,6,8,6,6,6,8,8,6,6,4,7,11,4,5,5,7,3,5,4,3,6,5,7,9,7,6,6,6,5,5,8,6,7,4,8,5,9,3,5,6,6,4,2,9,8,4,7,6,2,5,10,1,5,8,2,6,3,6,8,6,6,6,10,9,8,7,6,8,8,5,4,4,5,3,4,3,6,3
"153","zeb1a","2:44880680",8,9,9,2,14,8,13,3,11,14,7,6,6,8,8,9,6,10,11,15,6,2,14,4,14,5,6,10,12,8,16,7,2,11,9,3,4,6,5,8,13,5,11,11,13,9,9,13,6,6,10,7,3,12,9,8,6,6,11,7,13,6,14,4,4,12,5,5,7,4,12,2,9,2,17,11,8,8,6,4,9,13,2,7,6,17,19,8,1,5,1,2,11,4,9,15,5,10,6,8
"154","zgc:152670","2:44880680",6,8,3,4,8,1,5,8,2,1,4,8,8,3,1,4,2,5,6,5,8,8,4,6,6,2,8,8,4,3,6,2,5,7,7,7,8,3,3,3,1,11,3,12,7,3,10,2,1,10,1,13,6,5,3,4,4,4,5,3,4,2,9,9,7,2,6,9,2,8,1,3,6,8,5,1,2,6,3,10,2,6,6,2,13,2,3,3,10,6,8,7,2,6,7,6,9,8,4,10
"155","zgc:174917","14:11581401",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"156","znf711","14:11581401",5,5,5,4,4,5,5,6,6,5,6,6,5,6,5,6,7,6,6,5,5,7,5,5,4,3,5,5,5,5,6,5,5,4,6,6,5,5,5,5,5,6,4,6,5,7,5,4,5,5,5,7,5,6,5,5,5,5,6,5,5,7,7,5,5,5,6,5,5,6,5,6,6,5,7,5,5,6,6,5,6,5,6,6,6,5,6,5,5,5,6,5,5,5,4,5,5,5,5,5
