,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,gene,lookup gene in the geneID column,,
GO:0046822,BP,GO:0046822,regulation of nucleocytoplasmic transport,5/101,104/18800,0.000244533,0.005772464,0.004003401,PARK7/PRKD1/PRKCD/PPP1CC/CDH1,5,,1,,
GO:0033157,BP,GO:0033157,regulation of intracellular protein transport,6/101,224/18800,0.001323264,0.015328219,0.010630644,PARK7/PRKD1/PRKCD/MYO1C/CDH1/SREBF1,6,,1,,
GO:0033135,BP,GO:0033135,regulation of peptidyl-serine phosphorylation,5/101,144/18800,0.001080248,0.013683143,0.009489728,PARK7/PRKD1/PDE4D/CAPRIN2/NCK1,5,,1,,
GO:0060081,BP,GO:0060081,membrane hyperpolarization,2/101,11/18800,0.001522882,0.016357734,0.011344648,PARK7/PRKCZ,2,,1,,
GO:0010565,BP,GO:0010565,regulation of cellular ketone metabolic process,4/101,132/18800,0.005608879,0.035778294,0.024813471,PARK7/PPARGC1A/EGR1/SREBF1,4,,1,,
GO:1901857,BP,GO:1901857,positive regulation of cellular respiration,2/101,14/18800,0.002493336,0.021642748,0.015009986,PARK7/PPARGC1A,2,,1,,
GO:0018105,BP,GO:0018105,peptidyl-serine phosphorylation,11/101,315/18800,1.02E-06,0.00053034,0.000367809,PARK7/PDGFB/VRK2/PRKD1/PRKCD/PDE4D/PRKCZ/SRPK2/CAPRIN2/NCK1/AKT3,11,,1,,
GO:0018209,BP,GO:0018209,peptidyl-serine modification,11/101,338/18800,2.03E-06,0.000637809,0.000442342,PARK7/PDGFB/VRK2/PRKD1/PRKCD/PDE4D/PRKCZ/SRPK2/CAPRIN2/NCK1/AKT3,11,,1,,
GO:0045860,BP,GO:0045860,positive regulation of protein kinase activity,10/101,396/18800,5.36E-05,0.002384298,0.001653592,PARK7/PDGFB/VEGFC/PRKCD/EGR1/PRKCZ/IQGAP1/THBS1/XRCC6/PTK2B,10,,1,,
GO:0045936,BP,GO:0045936,negative regulation of phosphate metabolic process,8/101,440/18800,0.002560564,0.021944533,0.015219284,PARK7/PDGFB/TRIM27/PRKCD/PDE4D/PRKCZ/IQGAP1/NCK1,8,,1,,
GO:0010563,BP,GO:0010563,negative regulation of phosphorus metabolic process,8/101,441/18800,0.002596498,0.022071214,0.015307142,PARK7/PDGFB/TRIM27/PRKCD/PDE4D/PRKCZ/IQGAP1/NCK1,8,,1,,
GO:0032148,NA,GO:0032148,activation of protein kinase B activity,3/101,31/18800,0.000606433,0.009483481,0.006577119,PARK7/PDGFB/PRKCZ,3,,1,,
GO:0032147,BP,GO:0032147,activation of protein kinase activity,5/101,142/18800,0.001014799,0.013455805,0.009332061,PARK7/PDGFB/PRKCD/PRKCZ/PTK2B,5,,1,,
GO:0032091,BP,GO:0032091,negative regulation of protein binding,4/101,96/18800,0.001785657,0.017900435,0.012414564,PARK7/PDGFB/MAPK3/PRKCD,4,,1,,
GO:0043393,BP,GO:0043393,regulation of protein binding,6/101,196/18800,0.000663262,0.009841543,0.006825447,PARK7/PDGFB/MAPK3/EPB41/PRKCD/CAPRIN2,6,,1,,
GO:0051100,BP,GO:0051100,negative regulation of binding,5/101,165/18800,0.001970818,0.019071638,0.013226834,PARK7/PDGFB/HAND1/MAPK3/PRKCD,5,,1,,
GO:0051098,BP,GO:0051098,regulation of binding,7/101,366/18800,0.003598759,0.027825637,0.019298032,PARK7/PDGFB/HAND1/MAPK3/EPB41/PRKCD/CAPRIN2,7,,1,,
GO:0010638,BP,GO:0010638,positive regulation of organelle organization,13/101,487/18800,2.06E-06,0.000637809,0.000442342,PARK7/PDGFB/GPER1/G3BP1/TRIM27/CUL3/CNOT1/MAPK3/PPARGC1A/FER/PTK2B/PARN/NCK1,13,,1,,
GO:0097110,NA,GO:0097110,scaffold protein binding,4/100,67/18410,0.000483206,0.014778035,0.011952978,PARK7/NLGN4X/PDE4D/XRCC6,4,,1,,
GO:0010469,BP,GO:0010469,regulation of signaling receptor activity,5/101,173/18800,0.002421526,0.021642748,0.015009986,PARK7/MEF2C/PRKCD/PDE4D/PTK2B,5,,1,,
GO:1901215,BP,GO:1901215,negative regulation of neuron death,6/101,209/18800,0.000926564,0.012552928,0.008705885,PARK7/MEF2C/PPARGC1A/CEBPB/PTK2B/CD34,6,,1,,
GO:0043524,BP,GO:0043524,negative regulation of neuron apoptotic process,5/101,145/18800,0.001114123,0.01388643,0.009630714,PARK7/MEF2C/PPARGC1A/CEBPB/PTK2B,5,,1,,
GO:0008631,BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,3/101,45/18800,0.001813004,0.017900435,0.012414564,PARK7/MCL1/PRKCD,3,,1,,
GO:2001244,BP,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,3/101,61/18800,0.004321946,0.03131903,0.021720819,PARK7/MCL1/NCK1,3,,1,,
GO:0043523,BP,GO:0043523,regulation of neuron apoptotic process,7/101,207/18800,0.000127119,0.004162075,0.002886541,PARK7/MCL1/MEF2C/PPARGC1A/SRPK2/CEBPB/PTK2B,7,,1,,
GO:0051402,BP,GO:0051402,neuron apoptotic process,7/101,241/18800,0.000322502,0.006745019,0.004677901,PARK7/MCL1/MEF2C/PPARGC1A/SRPK2/CEBPB/PTK2B,7,,1,,
GO:1901214,BP,GO:1901214,regulation of neuron death,9/101,313/18800,4.78E-05,0.002316035,0.00160625,PARK7/MCL1/MEF2C/PPARGC1A/EGR1/SRPK2/CEBPB/PTK2B/CD34,9,,1,,
GO:0070997,BP,GO:0070997,neuron death,9/101,353/18800,0.000119917,0.004017861,0.002786524,PARK7/MCL1/MEF2C/PPARGC1A/EGR1/SRPK2/CEBPB/PTK2B/CD34,9,,1,,
GO:2001237,BP,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,4/101,97/18800,0.001854868,0.018145393,0.012584451,PARK7/MCL1/FGF10/THBS1,4,,1,,
GO:1903209,NA,GO:1903209,positive regulation of oxidative stress-induced cell death,2/101,20/18800,0.005097787,0.033941678,0.023539715,PARK7/MCL1,2,,1,,
GO:0031056,BP,GO:0031056,regulation of histone modification,6/101,176/18800,0.000375602,0.00726942,0.005041592,PARK7/MAPK3/PRKD1/PPARGC1A/CHEK1/SREBF1,6,,1,,
GO:0000302,BP,GO:0000302,response to reactive oxygen species,5/101,203/18800,0.004791145,0.032667851,0.022656273,PARK7/MAPK3/PRKCD/FER/PTK2B,5,,1,,
GO:0034614,BP,GO:0034614,cellular response to reactive oxygen species,4/101,147/18800,0.008155747,0.044351322,0.03075916,PARK7/MAPK3/PRKCD/FER,4,,1,,
GO:0035065,BP,GO:0035065,regulation of histone acetylation,4/101,59/18800,0.000284679,0.006395314,0.004435369,PARK7/MAPK3/PPARGC1A/CHEK1,4,,1,,
GO:2000756,BP,GO:2000756,regulation of peptidyl-lysine acetylation,4/101,68/18800,0.00049092,0.008459618,0.005867035,PARK7/MAPK3/PPARGC1A/CHEK1,4,,1,,
GO:1901983,BP,GO:1901983,regulation of protein acetylation,4/101,82/18800,0.00099557,0.013257244,0.009194352,PARK7/MAPK3/PPARGC1A/CHEK1,4,,1,,
GO:0031349,BP,GO:0031349,positive regulation of defense response,6/101,289/18800,0.004691875,0.032549914,0.02257448,PARK7/MAPK3/MEF2C/XRCC6/LBP/CEBPB,6,,1,,
GO:0010038,BP,GO:0010038,response to metal ion,7/101,351/18800,0.002858073,0.023758456,0.016477302,PARK7/MAPK3/MEF2C/IQGAP1/THBS1/PTK2B/CDH1,7,,1,,
GO:0045121,CC,GO:0045121,membrane raft,8/102,326/19594,0.000304501,0.00460003,0.003337148,PARK7/MAPK3/DPP4/MYO1C/PRKCZ/PTK2B/PODXL/CDH1,8,,1,,
GO:0098857,CC,GO:0098857,membrane microdomain,8/102,327/19594,0.000310813,0.00460003,0.003337148,PARK7/MAPK3/DPP4/MYO1C/PRKCZ/PTK2B/PODXL/CDH1,8,,1,,
GO:0034976,BP,GO:0034976,response to endoplasmic reticulum stress,7/101,257/18800,0.000474345,0.008350614,0.005791437,PARK7/HSP90B1/UFL1/MBTPS2/THBS1/CEBPB/NCK1,7,,1,,
GO:0061629,MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,7/100,348/18410,0.002892305,0.039812375,0.032201605,PARK7/HAND1/CNOT1/MEF2C/PPARGC1A/CEBPB/CD34,7,,1,,
GO:0051223,BP,GO:0051223,regulation of protein transport,10/101,495/18800,0.000329929,0.006808336,0.004721814,PARK7/GPER1/VEGFC/PRKD1/PRKCD/MYO1C/PRKCZ/HSPA8/CDH1/SREBF1,10,,1,,
GO:0050727,BP,GO:0050727,regulation of inflammatory response,8/101,394/18800,0.001284735,0.015175234,0.010524544,PARK7/GPER1/UFL1/RORA/PRKCD/NFKB1/LBP/CEBPB,8,,1,,
GO:0022411,BP,GO:0022411,cellular component disassembly,8/101,460/18800,0.003357655,0.026554447,0.018416418,PARK7/GPER1/UFL1/RDX/DPP4/HSPA8/SREBF1/SSRP1,8,,1,,
GO:0048545,BP,GO:0048545,response to steroid hormone,7/101,330/18800,0.002024812,0.019413272,0.013463769,PARK7/GPER1/UFL1/CNOT1/THBS1/HSPA8/SREBF1,7,,1,,
GO:0030522,BP,GO:0030522,intracellular receptor signaling pathway,6/101,264/18800,0.003018762,0.024636282,0.017086104,PARK7/GPER1/UFL1/CNOT1/RORA/SREBF1,6,,1,,
GO:0071383,BP,GO:0071383,cellular response to steroid hormone stimulus,5/101,203/18800,0.004791145,0.032667851,0.022656273,PARK7/GPER1/UFL1/CNOT1/HSPA8,5,,1,,
GO:0030518,BP,GO:0030518,intracellular steroid hormone receptor signaling pathway,4/101,115/18800,0.003438994,0.026932643,0.01867871,PARK7/GPER1/UFL1/CNOT1,4,,1,,
GO:0043401,BP,GO:0043401,steroid hormone mediated signaling pathway,4/101,135/18800,0.006068341,0.03790137,0.026285897,PARK7/GPER1/UFL1/CNOT1,4,,1,,
GO:0062012,BP,GO:0062012,regulation of small molecule metabolic process,9/101,342/18800,9.44E-05,0.003386395,0.002348581,PARK7/GPER1/RORA/MBTPS2/PPARGC1A/NFKB1/EGR1/PTK2B/SREBF1,9,,1,,
GO:0062013,BP,GO:0062013,positive regulation of small molecule metabolic process,4/101,146/18800,0.007966046,0.043402127,0.03010086,PARK7/GPER1/PPARGC1A/SREBF1,4,,1,,
GO:0010821,BP,GO:0010821,regulation of mitochondrion organization,4/101,148/18800,0.008348393,0.045162488,0.031321731,PARK7/GPER1/PPARGC1A/SREBF1,4,,1,,
GO:0010822,BP,GO:0010822,positive regulation of mitochondrion organization,3/101,75/18800,0.007682317,0.042594484,0.029540732,PARK7/GPER1/PPARGC1A,3,,1,,
GO:0042391,BP,GO:0042391,regulation of membrane potential,8/101,425/18800,0.002066917,0.019733349,0.013685753,PARK7/GPER1/NLGN4X/RIMS1/MEF2C/PRKCZ/PTK2B/GRIN2A,8,,1,,
GO:2001235,BP,GO:2001235,positive regulation of apoptotic signaling pathway,6/101,134/18800,8.53E-05,0.003202647,0.002221145,PARK7/GPER1/MCL1/PRKCD/THBS1/NCK1,6,,1,,
GO:2001236,BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,5/101,153/18800,0.001414205,0.015738082,0.010914899,PARK7/GPER1/MCL1/FGF10/THBS1,5,,1,,
GO:0097191,BP,GO:0097191,extrinsic apoptotic signaling pathway,5/101,221/18800,0.006822904,0.040189358,0.027872695,PARK7/GPER1/MCL1/FGF10/THBS1,5,,1,,
GO:2001233,BP,GO:2001233,regulation of apoptotic signaling pathway,7/101,370/18800,0.003818995,0.028953745,0.020080413,PARK7/GPER1/MCL1/FGF10/PRKCD/THBS1/NCK1,7,,1,,
GO:0046165,BP,GO:0046165,alcohol biosynthetic process,6/101,143/18800,0.000122085,0.004046983,0.002806721,PARK7/GPER1/MBTPS2/NFKB1/PTK2B/SREBF1,6,,1,,
GO:1901617,BP,GO:1901617,organic hydroxy compound biosynthetic process,6/101,243/18800,0.001998608,0.019280687,0.013371816,PARK7/GPER1/MBTPS2/NFKB1/PTK2B/SREBF1,6,,1,,
GO:2000116,BP,GO:2000116,regulation of cysteine-type endopeptidase activity,8/101,229/18800,3.28E-05,0.002041425,0.001415798,PARK7/GPER1/CYCS/UACA/THBS1/HSPD1/SOX2/GRIN2A,8,,1,,
GO:0043281,BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,7/101,204/18800,0.000116104,0.003975478,0.00275713,PARK7/GPER1/CYCS/UACA/THBS1/HSPD1/SOX2,7,,1,,
GO:0052548,BP,GO:0052548,regulation of endopeptidase activity,9/101,426/18800,0.000480311,0.008408134,0.005831329,PARK7/GPER1/CYCS/APLP2/UACA/THBS1/HSPD1/SOX2/GRIN2A,9,,1,,
GO:0052547,BP,GO:0052547,regulation of peptidase activity,9/101,456/18800,0.000780849,0.010910874,0.007567065,PARK7/GPER1/CYCS/APLP2/UACA/THBS1/HSPD1/SOX2/GRIN2A,9,,1,,
GO:0098793,CC,GO:0098793,presynapse,10/102,492/19594,0.000245802,0.00460003,0.003337148,PARK7/GPER1/CLCN3/ZNF804A/NLGN4X/RIMS1/DGKI/PPP1CC/HSPA8/GRIN2A,10,,1,,
GO:0001819,BP,GO:0001819,positive regulation of cytokine production,12/101,475/18800,9.16E-06,0.001017828,0.000705899,PARK7/G3BP1/TRIM27/RORA/EGR1/PDE4D/PRKCZ/THBS1/LBP/HSPD1/CEBPB/CD34,12,,1,,
GO:0007265,BP,GO:0007265,Ras protein signal transduction,7/101,347/18800,0.002681973,0.022709318,0.015749689,PARK7/G3BP1/CUL3/RDX/FGF10/FOXM1/PRKD1,7,,1,,
GO:0034504,BP,GO:0034504,protein localization to nucleus,6/101,294/18800,0.005095187,0.033941678,0.023539715,PARK7/F2/PRKD1/ZBTB16/PRKCD/CDH1,6,,1,,
GO:1900182,BP,GO:1900182,positive regulation of protein localization to nucleus,5/101,84/18800,8.93E-05,0.00331428,0.002298567,PARK7/F2/PRKD1/PRKCD/CDH1,5,,1,,
GO:1900180,BP,GO:1900180,regulation of protein localization to nucleus,5/101,132/18800,0.000730728,0.010422432,0.007228313,PARK7/F2/PRKD1/PRKCD/CDH1,5,,1,,
GO:0033674,BP,GO:0033674,positive regulation of kinase activity,12/101,476/18800,9.36E-06,0.001017828,0.000705899,PARK7/F2/PDGFB/VEGFC/PRKD1/PRKCD/EGR1/PRKCZ/IQGAP1/THBS1/XRCC6/PTK2B,12,,1,,
GO:0032103,BP,GO:0032103,positive regulation of response to external stimulus,12/101,442/18800,4.42E-06,0.000906362,0.000628593,PARK7/F2/PDGFB/VEGFC/MAPK3/FGF10/PRKD1/THBS1/XRCC6/LBP/CEBPB/PTK2B,12,,1,,
GO:2000379,BP,GO:2000379,positive regulation of reactive oxygen species metabolic process,7/101,71/18800,1.05E-07,0.00032728,0.00022698,PARK7/F2/PDGFB/CLCN3/PRKCD/THBS1/PTK2B,7,,1,,
GO:2000377,BP,GO:2000377,regulation of reactive oxygen species metabolic process,8/101,147/18800,1.26E-06,0.000562145,0.000389867,PARK7/F2/PDGFB/CLCN3/FOXM1/PRKCD/THBS1/PTK2B,8,,1,,
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,8/101,231/18800,3.48E-05,0.002088161,0.001448211,PARK7/F2/PDGFB/CLCN3/FOXM1/PRKCD/THBS1/PTK2B,8,,1,,
GO:0002526,BP,GO:0002526,acute inflammatory response,4/101,113/18800,0.003229111,0.025733785,0.017847261,PARK7/F2/LBP/CEBPB,4,,1,,
GO:1903829,BP,GO:1903829,positive regulation of protein localization,11/101,446/18800,2.76E-05,0.001890996,0.00131147,PARK7/F2/GPER1/VEGFC/RDX/EPB41/PRKD1/PRKCD/MYO1C/PRKCZ/CDH1,11,,1,,
GO:1904062,BP,GO:1904062,regulation of cation transmembrane transport,8/101,352/18800,0.000621379,0.00953801,0.006614936,PARK7/F2/GPER1/MEF2C/PRKD1/PDE4D/CHD7/PTK2B,8,,1,,
GO:0051651,BP,GO:0051651,maintenance of location in cell,8/101,219/18800,2.38E-05,0.001766592,0.001225192,PARK7/F2/GPER1/HSP90B1/PRKD1/PDE4D/CHD7/PTK2B,8,,1,,
GO:0051235,BP,GO:0051235,maintenance of location,10/101,331/18800,1.16E-05,0.001120294,0.000776962,PARK7/F2/GPER1/HSP90B1/PRKD1/NFKB1/PDE4D/CHD7/PTK2B/SREBF1,10,,1,,
GO:0034765,BP,GO:0034765,regulation of ion transmembrane transport,9/101,476/18800,0.001055735,0.013482256,0.009350406,PARK7/F2/GPER1/ABCB1/MEF2C/PRKD1/PDE4D/CHD7/PTK2B,9,,1,,
GO:0033233,BP,GO:0033233,regulation of protein sumoylation,2/101,25/18800,0.00790995,0.043393319,0.030094752,PARK7/EGR1,2,,1,,
GO:0031647,BP,GO:0031647,regulation of protein stability,8/101,300/18800,0.000214269,0.0053413,0.003704374,PARK7/CUL3/PRKD1/PPARGC1A/PRKCD/HSPD1/HSPA8/SREBF1,8,,1,,
GO:0097193,BP,GO:0097193,intrinsic apoptotic signaling pathway,7/101,295/18800,0.001067092,0.013571663,0.009412413,PARK7/CUL3/MCL1/PRKCD/CEBPB/NCK1/MLH1,7,,1,,
GO:0030534,BP,GO:0030534,adult behavior,4/101,136/18800,0.006226894,0.038119848,0.026437419,PARK7/CLCN3/NLGN4X/CHD7,4,,1,,
GO:0007626,BP,GO:0007626,locomotory behavior,5/101,192/18800,0.003786574,0.028777965,0.019958504,PARK7/CLCN3/DPP4/EGR1/CHD7,5,,1,,
GO:0008344,BP,GO:0008344,adult locomotory behavior,3/101,76/18800,0.007967271,0.043402127,0.03010086,PARK7/CLCN3/CHD7,3,,1,,
GO:1903428,NA,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,2/101,22/18800,0.006154715,0.03790137,0.026285897,PARK7/CLCN3,2,,1,,
GO:0070059,BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,3/101,63/18800,0.004732064,0.032549914,0.02257448,PARK7/CEBPB/NCK1,3,,1,,
GO:0032768,BP,GO:0032768,regulation of monooxygenase activity,4/101,57/18800,0.000249114,0.005836395,0.00404774,PARK7/ACVR2A/NFKB1/PTK2B,4,,1,,
GO:0051341,BP,GO:0051341,regulation of oxidoreductase activity,4/101,106/18800,0.002563482,0.021944533,0.015219284,PARK7/ACVR2A/NFKB1/PTK2B,4,,1,,
GO:0032409,BP,GO:0032409,regulation of transporter activity,6/101,305/18800,0.006071546,0.03790137,0.026285897,PARK7/ABCB1/MEF2C/PRKCD/PDE4D/PTK2B,6,,1,,
GO:0098815,BP,GO:0098815,modulation of excitatory postsynaptic potential,4/101,39/18800,5.59E-05,0.002384298,0.001653592,NLGN4X/RIMS1/PRKCZ/PTK2B,4,,1,,
GO:0031644,BP,GO:0031644,regulation of nervous system process,4/101,138/18800,0.006552223,0.039372141,0.027305927,NLGN4X/RIMS1/PRKCZ/PTK2B,4,,1,,
GO:0060079,BP,GO:0060079,excitatory postsynaptic potential,6/101,95/18800,1.22E-05,0.001120294,0.000776962,NLGN4X/RIMS1/MEF2C/PRKCZ/PTK2B/GRIN2A,6,,1,,
GO:0099565,BP,GO:0099565,"chemical synaptic transmission, postsynaptic",6/101,101/18800,1.74E-05,0.001462731,0.001014454,NLGN4X/RIMS1/MEF2C/PRKCZ/PTK2B/GRIN2A,6,,1,,
GO:0060078,BP,GO:0060078,regulation of postsynaptic membrane potential,6/101,131/18800,7.52E-05,0.003006337,0.002084997,NLGN4X/RIMS1/MEF2C/PRKCZ/PTK2B/GRIN2A,6,,1,,
GO:0034329,BP,GO:0034329,cell junction assembly,8/101,420/18800,0.001920256,0.018698489,0.012968042,NLGN4X/MEF2C/LRRN3/MYO1C/THBS1/PTK2B/JAM3/CDH1,8,,1,,
GO:0032615,BP,GO:0032615,interleukin-12 production,3/101,63/18800,0.004732064,0.032549914,0.02257448,NFKB1/THBS1/HSPD1,3,,1,,
GO:0032655,BP,GO:0032655,regulation of interleukin-12 production,3/101,63/18800,0.004732064,0.032549914,0.02257448,NFKB1/THBS1/HSPD1,3,,1,,
GO:0032695,BP,GO:0032695,negative regulation of interleukin-12 production,2/101,19/18800,0.004604063,0.032382042,0.022458054,NFKB1/THBS1,2,,1,,
GO:0010586,BP,GO:0010586,miRNA metabolic process,2/101,27/18800,0.009190386,0.04757017,0.032991541,NFKB1/PARN,2,,1,,
GO:0046885,BP,GO:0046885,regulation of hormone biosynthetic process,2/101,22/18800,0.006154715,0.03790137,0.026285897,NFKB1/EGR1,2,,1,,
GO:1900078,BP,GO:1900078,positive regulation of cellular response to insulin stimulus,2/101,25/18800,0.00790995,0.043393319,0.030094752,MYO1C/PRKCZ,2,,1,,
GO:0016328,CC,GO:0016328,lateral plasma membrane,3/102,64/19594,0.004533603,0.03727629,0.027042543,MYO1C/IQGAP1/CDH1,3,,1,,
GO:1990778,BP,GO:1990778,protein localization to cell periphery,7/101,337/18800,0.002278211,0.020879136,0.014480395,MRAP2/GPER1/RDX/EPB41/PRKCZ/CDH1/GRIN2A,7,,1,,
GO:1904375,BP,GO:1904375,regulation of protein localization to cell periphery,4/101,124/18800,0.00449877,0.032151759,0.022298345,MRAP2/GPER1/EPB41/PRKCZ,4,,1,,
GO:0071498,BP,GO:0071498,cellular response to fluid shear stress,2/101,21/18800,0.005614758,0.035778294,0.024813471,MEF2C/PTK2B,2,,1,,
GO:2000310,BP,GO:2000310,regulation of NMDA receptor activity,2/101,22/18800,0.006154715,0.03790137,0.026285897,MEF2C/PTK2B,2,,1,,
GO:0042113,BP,GO:0042113,B cell activation,6/101,336/18800,0.009553779,0.049043781,0.03401354,MEF2C/PRKCD/YY1/HSPD1/PTK2B/MLH1,6,,1,,
GO:1901863,BP,GO:1901863,positive regulation of muscle tissue development,2/101,24/18800,0.007302565,0.041222453,0.028589182,MEF2C/PPARGC1A,2,,1,,
GO:0001958,BP,GO:0001958,endochondral ossification,2/101,28/18800,0.009862941,0.04981025,0.034545113,MEF2C/MMP16,2,,1,,
GO:0036075,BP,GO:0036075,replacement ossification,2/101,28/18800,0.009862941,0.04981025,0.034545113,MEF2C/MMP16,2,,1,,
GO:0051592,BP,GO:0051592,response to calcium ion,4/101,144/18800,0.007595405,0.042338609,0.029363275,MEF2C/IQGAP1/THBS1/PTK2B,4,,1,,
GO:0072009,BP,GO:0072009,nephron epithelium development,4/101,111/18800,0.003028144,0.024636282,0.017086104,MEF2C/IQGAP1/CD34/PODXL,4,,1,,
GO:0072073,BP,GO:0072073,kidney epithelium development,4/101,140/18800,0.006888647,0.040347789,0.027982572,MEF2C/IQGAP1/CD34/PODXL,4,,1,,
GO:0033555,BP,GO:0033555,multicellular organismal response to stress,3/101,73/18800,0.007130797,0.041147338,0.028537087,MEF2C/DPP4/THBS1,3,,1,,
GO:0051966,BP,GO:0051966,"regulation of synaptic transmission, glutamatergic",3/101,70/18800,0.006349001,0.038564303,0.026745664,MEF2C/DGKI/PTK2B,3,,1,,
GO:0045540,BP,GO:0045540,regulation of cholesterol biosynthetic process,2/101,23/18800,0.006717403,0.039652506,0.02750037,MBTPS2/SREBF1,2,,1,,
GO:0106118,BP,GO:0106118,regulation of sterol biosynthetic process,2/101,23/18800,0.006717403,0.039652506,0.02750037,MBTPS2/SREBF1,2,,1,,
GO:0050810,BP,GO:0050810,regulation of steroid biosynthetic process,4/101,72/18800,0.000610076,0.009483481,0.006577119,MBTPS2/NFKB1/EGR1/SREBF1,4,,1,,
GO:0006984,BP,GO:0006984,ER-nucleus signaling pathway,3/101,45/18800,0.001813004,0.017900435,0.012414564,MBTPS2/NCK1/SREBF1,3,,1,,
GO:0060348,BP,GO:0060348,bone development,5/101,225/18800,0.00734535,0.041388989,0.02870468,MBTPS2/MEF2C/ZBTB16/PAPPA2/MMP16,5,,1,,
GO:0043618,BP,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,5/101,47/18800,5.19E-06,0.000906362,0.000628593,MBTPS2/EGR1/CHEK1/CEBPB/NCK1,5,,1,,
GO:0043620,BP,GO:0043620,regulation of DNA-templated transcription in response to stress,5/101,53/18800,9.47E-06,0.001017828,0.000705899,MBTPS2/EGR1/CHEK1/CEBPB/NCK1,5,,1,,
GO:1990440,BP,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,2/101,11/18800,0.001522882,0.016357734,0.011344648,MBTPS2/CEBPB,2,,1,,
GO:0036003,BP,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,2/101,24/18800,0.007302565,0.041222453,0.028589182,MBTPS2/CEBPB,2,,1,,
GO:0010758,BP,GO:0010758,regulation of macrophage chemotaxis,3/101,27/18800,0.000400817,0.007615523,0.005281626,MAPK3/THBS1/PTK2B,3,,1,,
GO:0048246,BP,GO:0048246,macrophage chemotaxis,3/101,38/18800,0.001107546,0.01388643,0.009630714,MAPK3/THBS1/PTK2B,3,,1,,
GO:1905521,BP,GO:1905521,regulation of macrophage migration,3/101,41/18800,0.001383308,0.015689503,0.010881207,MAPK3/THBS1/PTK2B,3,,1,,
GO:1905517,BP,GO:1905517,macrophage migration,3/101,55/18800,0.003224491,0.025733785,0.017847261,MAPK3/THBS1/PTK2B,3,,1,,
GO:0010759,BP,GO:0010759,positive regulation of macrophage chemotaxis,2/101,18/18800,0.004133845,0.030379859,0.021069472,MAPK3/THBS1,2,,1,,
GO:1905523,BP,GO:1905523,positive regulation of macrophage migration,2/101,25/18800,0.00790995,0.043393319,0.030094752,MAPK3/THBS1,2,,1,,
GO:0038083,BP,GO:0038083,peptidyl-tyrosine autophosphorylation,2/101,21/18800,0.005614758,0.035778294,0.024813471,MAPK3/PTK2B,2,,1,,
GO:0031058,BP,GO:0031058,positive regulation of histone modification,4/101,103/18800,0.002309611,0.021043126,0.014594128,MAPK3/PRKD1/PPARGC1A/SREBF1,4,,1,,
GO:0042594,BP,GO:0042594,response to starvation,5/101,196/18800,0.004132423,0.030379859,0.021069472,MAPK3/PRKD1/PPARGC1A/HSPA8/SREBF1,5,,1,,
GO:0071496,BP,GO:0071496,cellular response to external stimulus,6/101,309/18800,0.006458365,0.039076242,0.027100711,MAPK3/PRKD1/NFKB1/CHEK1/HSPA8/SREBF1,6,,1,,
GO:0071214,BP,GO:0071214,cellular response to abiotic stimulus,8/101,323/18800,0.000352138,0.007079118,0.004909611,MAPK3/PRKCD/YY1/NFKB1/EGR1/CHEK1/POLD1/XRCC6,8,,1,,
GO:0104004,BP,GO:0104004,cellular response to environmental stimulus,8/101,323/18800,0.000352138,0.007079118,0.004909611,MAPK3/PRKCD/YY1/NFKB1/EGR1/CHEK1/POLD1/XRCC6,8,,1,,
GO:0009612,BP,GO:0009612,response to mechanical stimulus,5/101,201/18800,0.004595816,0.032382042,0.022458054,MAPK3/NFKB1/CHEK1/THBS1/PTK2B,5,,1,,
GO:0071260,BP,GO:0071260,cellular response to mechanical stimulus,3/101,70/18800,0.006349001,0.038564303,0.026745664,MAPK3/NFKB1/CHEK1,3,,1,,
GO:0071222,BP,GO:0071222,cellular response to lipopolysaccharide,6/101,217/18800,0.001124627,0.013961506,0.009682782,MAPK3/MEF2C/NFKB1/LBP/CEBPB/MRC1,6,,1,,
GO:0071219,BP,GO:0071219,cellular response to molecule of bacterial origin,6/101,229/18800,0.001480819,0.016167697,0.011212851,MAPK3/MEF2C/NFKB1/LBP/CEBPB/MRC1,6,,1,,
GO:0071216,BP,GO:0071216,cellular response to biotic stimulus,6/101,256/18800,0.002592577,0.022071214,0.015307142,MAPK3/MEF2C/NFKB1/LBP/CEBPB/MRC1,6,,1,,
